timestamp,pm10,pm2_5,carbon_monoxide,carbon_dioxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,uv_index_clear_sky,ammonia,methane,us_aqi
2025-07-18 19:00:00+00:00,60.8,23.5,172.0,442.0,9.5,11.1,47.0,0.74,62.0,0.0,0.0,,1346.0,75
2025-07-18 20:00:00+00:00,50.8,21.0,154.0,443.0,8.5,9.6,47.0,0.79,52.0,0.0,0.0,,1352.0,70
2025-07-18 21:00:00+00:00,46.9,20.0,140.0,443.0,7.8,8.6,47.0,0.83,45.0,0.0,0.0,,1356.0,68
2025-07-18 22:00:00+00:00,48.4,20.3,125.0,443.0,7.3,8.2,46.0,0.85,43.0,0.0,0.0,,1356.0,68
2025-07-18 23:00:00+00:00,45.8,19.9,115.0,442.0,7.0,8.2,46.0,0.86,43.0,0.0,0.0,,1353.0,67
2025-07-19 00:00:00+00:00,52.2,21.2,125.0,442.0,7.2,10.3,47.0,0.88,53.0,0.0,0.0,,1351.0,70
2025-07-19 01:00:00+00:00,55.4,21.5,176.0,442.0,8.2,11.0,47.0,0.91,57.0,0.0,0.0,,1349.0,71
2025-07-19 02:00:00+00:00,58.0,22.2,248.0,443.0,9.4,12.0,47.0,0.9,62.0,0.15,0.3,,1347.0,72
2025-07-19 03:00:00+00:00,63.6,23.9,291.0,443.0,9.8,13.0,50.0,0.89,70.0,0.9,1.2,,1345.0,76
2025-07-19 04:00:00+00:00,78.9,27.8,276.0,443.0,8.5,14.0,60.0,0.88,82.0,2.45,2.9,,1344.0,84
2025-07-19 05:00:00+00:00,80.6,28.2,232.0,442.0,6.4,15.0,73.0,0.9,97.0,3.2,5.0,,1343.0,85
2025-07-19 06:00:00+00:00,88.9,30.6,199.0,442.0,4.9,15.7,82.0,0.92,106.0,5.45,6.95,,1343.0,90
2025-07-19 07:00:00+00:00,92.0,31.9,191.0,442.0,4.5,15.9,85.0,0.93,106.0,5.95,8.2,,1343.0,93
2025-07-19 08:00:00+00:00,88.9,31.4,194.0,442.0,4.6,15.8,84.0,0.94,101.0,5.45,8.2,,1344.0,92
2025-07-19 09:00:00+00:00,82.4,29.7,204.0,442.0,5.3,15.5,80.0,0.95,96.0,3.7,6.95,,1345.0,88
2025-07-19 10:00:00+00:00,77.5,27.8,228.0,442.0,6.7,15.1,72.0,0.95,91.0,2.0,4.95,,1347.0,84
2025-07-19 11:00:00+00:00,72.9,26.4,259.0,443.0,8.7,14.6,61.0,0.91,86.0,1.2,2.85,,1349.0,81
2025-07-19 12:00:00+00:00,72.2,26.4,277.0,443.0,10.1,15.6,55.0,0.83,82.0,0.55,1.25,,1351.0,81
2025-07-19 13:00:00+00:00,68.9,25.8,272.0,443.0,11.1,14.7,52.0,0.8,79.0,0.2,0.35,,1351.0,80
2025-07-19 14:00:00+00:00,66.1,25.5,253.0,443.0,12.4,13.4,49.0,0.79,75.0,0.0,0.0,,1350.0,79
2025-07-19 15:00:00+00:00,65.4,25.4,234.0,443.0,13.1,12.3,46.0,0.78,70.0,0.0,0.0,,1349.0,79
2025-07-19 16:00:00+00:00,57.7,24.0,217.0,443.0,12.6,11.7,46.0,0.74,65.0,0.0,0.0,,1349.0,76
2025-07-19 17:00:00+00:00,57.9,23.5,200.0,443.0,11.5,11.3,47.0,0.81,59.0,0.0,0.0,,1350.0,75
2025-07-19 18:00:00+00:00,55.3,23.1,184.0,443.0,10.5,10.9,48.0,0.85,55.0,0.0,0.0,,1352.0,74
2025-07-19 19:00:00+00:00,58.0,24.3,171.0,443.0,9.9,10.3,48.0,0.91,52.0,0.0,0.0,,1358.0,77
2025-07-19 20:00:00+00:00,55.6,23.7,159.0,443.0,9.5,9.7,47.0,0.95,50.0,0.0,0.0,,1366.0,75
2025-07-19 21:00:00+00:00,51.5,22.3,151.0,443.0,9.1,9.1,46.0,0.9,49.0,0.0,0.0,,1370.0,72
2025-07-19 22:00:00+00:00,48.3,21.1,139.0,443.0,8.4,8.4,46.0,0.86,48.0,0.0,0.0,,1367.0,70
2025-07-19 23:00:00+00:00,49.1,20.8,130.0,444.0,7.7,7.9,45.0,0.85,47.0,0.0,0.0,,1361.0,69
2025-07-20 00:00:00+00:00,43.0,19.3,146.0,444.0,9.0,8.6,43.0,0.78,40.0,0.0,0.0,,1356.0,66
2025-07-20 01:00:00+00:00,46.0,19.8,217.0,444.0,9.7,9.4,44.0,0.75,47.0,0.0,0.0,,1355.0,67
2025-07-20 02:00:00+00:00,55.4,22.1,313.0,444.0,10.7,10.6,46.0,0.75,58.0,0.2,0.35,,1356.0,72
2025-07-20 03:00:00+00:00,64.0,24.7,370.0,444.0,11.0,11.8,49.0,0.75,68.0,1.05,1.3,,1356.0,77
2025-07-20 04:00:00+00:00,73.6,26.9,348.0,443.0,9.9,13.2,55.0,0.74,77.0,2.35,3.15,,1353.0,82
2025-07-20 05:00:00+00:00,80.1,28.6,286.0,443.0,8.1,14.6,61.0,0.72,85.0,2.6,5.65,,1349.0,86
2025-07-20 06:00:00+00:00,79.2,28.5,238.0,442.0,6.9,15.8,66.0,0.7,91.0,2.2,8.05,,1346.0,85
2025-07-20 07:00:00+00:00,79.2,28.8,226.0,442.0,6.7,16.4,67.0,0.69,94.0,2.6,9.5,,1345.0,86
2025-07-20 08:00:00+00:00,80.3,29.2,228.0,442.0,6.9,16.8,67.0,0.69,94.0,2.65,9.45,,1345.0,87
2025-07-20 09:00:00+00:00,82.2,29.6,236.0,442.0,7.5,17.1,65.0,0.68,94.0,1.6,8.05,,1345.0,88
2025-07-20 10:00:00+00:00,82.7,29.6,251.0,442.0,8.2,17.6,62.0,0.68,94.0,1.65,5.7,,1344.0,88
2025-07-20 11:00:00+00:00,81.3,28.9,272.0,442.0,9.2,18.0,59.0,0.68,94.0,1.2,3.2,,1342.0,86
2025-07-20 12:00:00+00:00,78.5,28.5,291.0,442.0,11.5,19.8,55.0,0.74,89.0,0.7,1.35,,1342.0,85
2025-07-20 13:00:00+00:00,76.6,27.5,305.0,443.0,13.2,19.1,51.0,0.78,83.0,0.2,0.35,,1346.0,83
2025-07-20 14:00:00+00:00,72.4,26.5,317.0,443.0,15.6,18.0,45.0,0.79,75.0,0.0,0.0,,1351.0,81
2025-07-20 15:00:00+00:00,63.3,24.8,321.0,444.0,17.4,16.9,40.0,0.79,67.0,0.0,0.0,,1356.0,78
2025-07-20 16:00:00+00:00,57.4,24.4,316.0,444.0,18.4,15.9,38.0,0.79,60.0,0.0,0.0,,1359.0,77
2025-07-20 17:00:00+00:00,54.6,23.9,303.0,444.0,18.8,14.9,38.0,0.78,53.0,0.0,0.0,,1360.0,76
2025-07-20 18:00:00+00:00,53.1,23.8,281.0,444.0,18.4,13.9,39.0,0.78,49.0,0.0,0.0,,1362.0,76
2025-07-20 19:00:00+00:00,52.5,23.5,244.0,444.0,16.6,12.7,41.0,0.79,51.0,0.0,0.0,,1364.0,75
2025-07-20 20:00:00+00:00,52.4,23.0,198.0,443.0,13.9,11.4,44.0,0.82,55.0,0.0,0.0,,1366.0,74
2025-07-20 21:00:00+00:00,58.1,24.7,164.0,443.0,11.7,10.3,46.0,0.87,57.0,0.0,0.0,,1366.0,77
2025-07-20 22:00:00+00:00,52.7,23.3,146.0,443.0,10.4,9.4,46.0,0.85,52.0,0.0,0.0,,1365.0,75
2025-07-20 23:00:00+00:00,48.3,21.7,141.0,444.0,9.5,8.6,45.0,0.8,45.0,0.0,0.0,,1363.0,71
2025-07-21 00:00:00+00:00,45.8,20.8,157.0,444.0,11.7,9.2,39.0,0.75,42.0,0.0,0.0,,1359.0,69
2025-07-21 01:00:00+00:00,46.8,21.5,215.0,444.0,13.0,11.0,40.0,0.79,46.0,0.0,0.0,,1352.0,71
2025-07-21 02:00:00+00:00,50.8,23.7,293.0,443.0,14.6,13.6,41.0,0.84,52.0,0.2,0.35,,1344.0,75
2025-07-21 03:00:00+00:00,59.4,25.0,341.0,443.0,15.1,15.7,44.0,0.83,58.0,0.55,1.35,,1338.0,78
2025-07-21 04:00:00+00:00,63.1,25.7,326.0,443.0,13.5,16.9,51.0,0.83,64.0,1.35,3.15,,1335.0,80
2025-07-21 05:00:00+00:00,69.2,28.9,280.0,442.0,10.8,17.7,60.0,0.94,70.0,2.0,5.5,,1334.0,86
2025-07-21 06:00:00+00:00,73.6,29.8,246.0,442.0,8.5,18.0,68.0,0.91,76.0,3.55,7.65,,1333.0,88
2025-07-21 07:00:00+00:00,78.9,31.7,240.0,442.0,6.9,17.6,74.0,0.87,81.0,5.55,9.15,,1332.0,92
2025-07-21 08:00:00+00:00,85.4,34.3,245.0,442.0,5.6,16.7,79.0,0.88,86.0,3.8,9.15,,1332.0,98
2025-07-21 09:00:00+00:00,83.4,33.1,255.0,442.0,5.0,16.0,82.0,0.84,89.0,4.0,7.75,,1333.0,95
2025-07-21 10:00:00+00:00,81.3,32.6,268.0,442.0,5.1,15.8,81.0,0.83,91.0,3.95,5.6,,1334.0,94
2025-07-21 11:00:00+00:00,79.4,31.5,284.0,442.0,6.0,15.7,78.0,0.79,91.0,2.5,3.25,,1337.0,92
2025-07-21 12:00:00+00:00,97.8,37.3,300.0,443.0,8.3,17.5,82.0,0.71,109.0,1.15,1.4,,1342.0,105
2025-07-21 13:00:00+00:00,95.0,36.1,313.0,444.0,13.4,17.3,69.0,0.66,97.0,0.35,0.4,,1353.0,102
2025-07-21 14:00:00+00:00,86.4,33.9,325.0,445.0,20.3,17.0,52.0,0.66,81.0,0.0,0.0,,1367.0,97
2025-07-21 15:00:00+00:00,71.0,32.0,334.0,446.0,25.2,16.4,39.0,0.66,68.0,0.0,0.0,,1380.0,93
2025-07-21 16:00:00+00:00,66.8,30.9,344.0,447.0,26.2,15.5,34.0,0.64,61.0,0.0,0.0,,1394.0,91
2025-07-21 17:00:00+00:00,64.5,30.4,350.0,449.0,25.1,14.3,34.0,0.63,58.0,0.0,0.0,,1408.0,89
2025-07-21 18:00:00+00:00,62.4,30.0,337.0,449.0,23.2,13.1,35.0,0.64,55.0,0.0,0.0,,1412.0,89
2025-07-21 19:00:00+00:00,60.5,29.1,286.0,447.0,20.3,11.8,37.0,0.63,52.0,0.0,0.0,,1400.0,87
2025-07-21 20:00:00+00:00,58.0,27.8,216.0,445.0,16.6,10.4,40.0,0.63,50.0,0.0,0.0,,1378.0,84
2025-07-21 21:00:00+00:00,55.5,26.6,164.0,443.0,13.6,9.4,43.0,0.64,48.0,0.0,0.0,,1362.0,81
2025-07-21 22:00:00+00:00,53.2,25.4,142.0,443.0,11.9,8.8,43.0,0.65,44.0,0.0,0.0,,1357.0,79
2025-07-21 23:00:00+00:00,50.1,24.3,138.0,443.0,10.8,8.5,43.0,0.69,41.0,0.0,0.0,,1357.0,77
2025-07-22 00:00:00+00:00,49.2,23.7,152.0,443.0,10.1,8.8,44.0,0.66,42.0,0.0,0.0,,1356.0,75
2025-07-22 01:00:00+00:00,49.2,23.5,199.0,443.0,10.4,10.2,45.0,0.66,44.0,0.0,0.0,,1349.0,75
2025-07-22 02:00:00+00:00,55.5,24.8,264.0,443.0,10.8,12.2,48.0,0.62,48.0,0.3,0.4,,1341.0,78
2025-07-22 03:00:00+00:00,57.9,24.7,304.0,443.0,10.5,13.8,52.0,0.63,55.0,1.15,1.5,,1335.0,77
2025-07-22 04:00:00+00:00,65.0,25.8,293.0,443.0,8.8,14.6,60.0,0.65,68.0,2.35,3.45,,1332.0,80
2025-07-22 05:00:00+00:00,72.4,28.1,257.0,442.0,6.5,14.9,71.0,0.64,84.0,4.25,6.05,,1332.0,85
2025-07-22 06:00:00+00:00,85.7,32.4,228.0,442.0,4.7,14.9,79.0,0.63,95.0,6.2,8.5,,1332.0,94
2025-07-22 07:00:00+00:00,78.9,30.2,219.0,442.0,3.9,14.3,83.0,0.62,97.0,7.25,9.9,,1333.0,89
2025-07-22 08:00:00+00:00,75.2,28.8,217.0,442.0,3.7,13.3,84.0,0.63,94.0,6.95,9.8,,1334.0,86
2025-07-22 09:00:00+00:00,82.0,30.5,222.0,442.0,3.9,12.5,83.0,0.66,91.0,5.6,8.3,,1335.0,90
2025-07-22 10:00:00+00:00,72.9,27.5,239.0,442.0,4.4,12.1,79.0,0.69,89.0,3.45,5.9,,1334.0,83
2025-07-22 11:00:00+00:00,73.3,27.4,263.0,442.0,5.2,11.8,71.0,0.68,86.0,2.5,3.4,,1333.0,83
2025-07-22 12:00:00+00:00,86.4,31.2,278.0,442.0,6.9,13.7,72.0,0.61,99.0,1.2,1.5,,1333.0,91
2025-07-22 13:00:00+00:00,82.7,30.0,275.0,442.0,10.8,13.4,62.0,0.64,90.0,0.3,0.4,,1334.0,89
2025-07-22 14:00:00+00:00,78.9,29.3,263.0,443.0,16.1,13.0,49.0,0.65,78.0,0.0,0.0,,1335.0,87
2025-07-22 15:00:00+00:00,67.5,28.6,251.0,443.0,19.2,12.4,40.0,0.69,68.0,0.0,0.0,,1337.0,86
2025-07-22 16:00:00+00:00,65.4,28.2,243.0,443.0,18.4,11.4,39.0,0.75,61.0,0.0,0.0,,1340.0,85
2025-07-22 17:00:00+00:00,60.1,26.4,235.0,443.0,15.4,10.1,43.0,0.8,57.0,0.0,0.0,,1344.0,81
2025-07-22 18:00:00+00:00,55.8,24.6,221.0,443.0,12.5,8.9,46.0,0.84,53.0,0.0,0.0,,1347.0,77
2025-07-22 19:00:00+00:00,51.2,22.7,195.0,443.0,10.2,7.9,48.0,0.87,50.0,0.0,0.0,,1348.0,73
2025-07-22 20:00:00+00:00,49.2,21.5,163.0,442.0,8.0,6.9,51.0,0.88,48.0,0.0,0.0,,1348.0,71
2025-07-22 21:00:00+00:00,48.8,21.0,140.0,442.0,6.3,6.3,53.0,0.89,47.0,0.0,0.0,,1347.0,70
2025-07-22 22:00:00+00:00,48.4,20.6,128.0,442.0,5.3,6.0,54.0,0.87,46.0,0.0,0.0,,1346.0,69
2025-07-22 23:00:00+00:00,48.1,20.1,126.0,441.0,4.7,6.0,55.0,0.85,46.0,0.0,0.0,,1345.0,68
2025-07-23 00:00:00+00:00,50.8,21.0,139.0,441.0,4.7,6.3,55.0,0.85,51.0,0.0,0.0,,1344.0,70
2025-07-23 01:00:00+00:00,51.2,20.9,184.0,442.0,6.0,7.1,55.0,0.85,57.0,0.0,0.0,,1343.0,70
2025-07-23 02:00:00+00:00,57.4,22.5,245.0,442.0,7.7,8.3,54.0,0.85,65.0,0.25,0.35,,1342.0,73
2025-07-23 03:00:00+00:00,65.0,24.3,284.0,443.0,8.5,9.3,56.0,0.85,72.0,1.0,1.25,,1341.0,77
2025-07-23 04:00:00+00:00,69.8,25.4,277.0,443.0,7.6,10.0,61.0,0.87,77.0,2.25,2.9,,1341.0,79
2025-07-23 05:00:00+00:00,73.6,26.4,247.0,442.0,5.9,10.6,68.0,0.91,81.0,3.25,5.05,,1341.0,81
2025-07-23 06:00:00+00:00,72.9,26.1,224.0,442.0,4.5,10.9,73.0,0.92,84.0,5.1,7.1,,1341.0,80
2025-07-23 07:00:00+00:00,73.1,26.1,218.0,442.0,3.9,10.7,75.0,0.93,86.0,4.75,8.35,,1340.0,80
2025-07-23 08:00:00+00:00,76.1,26.7,219.0,442.0,3.6,10.2,75.0,0.93,87.0,5.05,8.4,,1339.0,82
2025-07-23 09:00:00+00:00,74.7,26.8,225.0,442.0,3.7,9.8,74.0,0.89,86.0,5.1,7.15,,1338.0,82
2025-07-23 10:00:00+00:00,74.5,26.9,239.0,442.0,4.1,9.7,71.0,0.88,83.0,3.75,5.1,,1338.0,82
2025-07-23 11:00:00+00:00,69.2,25.6,259.0,442.0,4.9,9.6,66.0,0.88,79.0,2.0,2.9,,1339.0,79
2025-07-23 12:00:00+00:00,67.3,25.0,272.0,442.0,6.8,10.1,62.0,0.83,75.0,0.95,1.25,,1339.0,78
2025-07-23 13:00:00+00:00,65.4,24.6,274.0,442.0,10.3,10.1,56.0,0.85,68.0,0.2,0.3,,1339.0,77
2025-07-23 14:00:00+00:00,54.1,23.6,269.0,443.0,15.2,10.2,48.0,0.85,58.0,0.0,0.0,,1339.0,75
2025-07-23 15:00:00+00:00,53.2,24.0,262.0,443.0,18.1,10.1,42.0,0.85,50.0,0.0,0.0,,1340.0,76
2025-07-23 16:00:00+00:00,53.3,24.0,255.0,443.0,17.5,9.8,42.0,0.84,47.0,0.0,0.0,,1341.0,76
2025-07-23 17:00:00+00:00,48.9,22.5,246.0,443.0,15.1,9.4,44.0,0.83,45.0,0.0,0.0,,1342.0,73
2025-07-23 18:00:00+00:00,47.7,21.5,231.0,443.0,12.7,8.8,47.0,0.8,44.0,0.0,0.0,,1344.0,71
2025-07-23 19:00:00+00:00,46.3,20.7,206.0,443.0,10.7,8.0,49.0,0.79,42.0,0.0,0.0,,1346.0,69
2025-07-23 20:00:00+00:00,43.7,19.6,176.0,442.0,8.7,7.0,51.0,0.81,40.0,0.0,0.0,,1349.0,67
2025-07-23 21:00:00+00:00,42.8,19.0,154.0,442.0,7.1,6.4,52.0,0.81,39.0,0.0,0.0,,1351.0,66
2025-07-23 22:00:00+00:00,43.3,19.0,140.0,442.0,6.1,6.2,53.0,0.8,41.0,0.0,0.0,,1352.0,66
2025-07-23 23:00:00+00:00,45.8,19.6,134.0,442.0,5.6,6.3,53.0,0.82,44.0,0.0,0.0,,1352.0,67
2025-07-24 00:00:00+00:00,40.7,19.0,148.0,442.0,5.9,6.2,52.0,0.83,36.0,0.0,0.0,,1351.0,66
2025-07-24 01:00:00+00:00,44.6,19.9,202.0,442.0,7.3,7.4,52.0,0.83,43.0,0.0,0.0,,1349.0,67
2025-07-24 02:00:00+00:00,50.4,21.9,275.0,443.0,9.1,9.1,52.0,0.79,53.0,0.25,0.35,,1345.0,72
2025-07-24 03:00:00+00:00,60.8,24.2,320.0,443.0,9.9,10.5,55.0,0.77,64.0,1.0,1.25,,1342.0,76
2025-07-24 04:00:00+00:00,68.2,25.8,308.0,443.0,8.6,11.4,62.0,0.77,75.0,2.45,3.0,,1340.0,80
2025-07-24 05:00:00+00:00,75.0,28.1,267.0,442.0,6.2,12.0,72.0,0.8,86.0,4.25,5.25,,1338.0,85
2025-07-24 06:00:00+00:00,83.4,30.9,235.0,442.0,4.3,12.4,80.0,0.83,94.0,5.65,7.4,,1337.0,91
2025-07-24 07:00:00+00:00,85.2,32.0,224.0,442.0,3.6,12.5,84.0,0.86,95.0,6.4,8.65,,1336.0,93
2025-07-24 08:00:00+00:00,82.9,31.2,222.0,442.0,3.5,12.3,86.0,0.84,93.0,6.25,8.65,,1335.0,91
2025-07-24 09:00:00+00:00,81.0,31.0,228.0,442.0,3.7,12.2,86.0,0.82,90.0,5.8,7.4,,1334.0,91
2025-07-24 10:00:00+00:00,82.2,31.1,245.0,442.0,3.9,12.2,82.0,0.79,89.0,4.5,5.3,,1334.0,91
2025-07-24 11:00:00+00:00,79.6,30.4,270.0,442.0,4.6,12.3,76.0,0.78,88.0,2.5,3.0,,1334.0,89
2025-07-24 12:00:00+00:00,85.7,32.7,291.0,442.0,6.4,13.7,76.0,0.81,95.0,1.05,1.2,,1335.0,94
2025-07-24 13:00:00+00:00,78.0,30.0,306.0,443.0,9.7,13.7,67.0,0.88,87.0,0.25,0.3,,1337.0,89
2025-07-24 14:00:00+00:00,71.2,28.3,318.0,443.0,14.3,13.7,54.0,0.9,76.0,0.0,0.0,,1340.0,85
2025-07-24 15:00:00+00:00,66.8,28.3,323.0,444.0,17.9,13.5,44.0,0.91,66.0,0.0,0.0,,1344.0,85
2025-07-24 16:00:00+00:00,57.0,27.0,320.0,444.0,19.8,13.2,40.0,0.92,58.0,0.0,0.0,,1348.0,82
2025-07-24 17:00:00+00:00,55.1,26.1,309.0,444.0,20.7,12.8,39.0,0.92,51.0,0.0,0.0,,1352.0,80
2025-07-24 18:00:00+00:00,53.0,25.5,290.0,444.0,20.5,12.1,39.0,0.94,45.0,0.0,0.0,,1356.0,79
2025-07-24 19:00:00+00:00,51.2,24.6,257.0,444.0,18.5,11.0,41.0,0.96,41.0,0.0,0.0,,1360.0,77
2025-07-24 20:00:00+00:00,48.1,23.3,215.0,444.0,15.4,9.6,43.0,0.97,39.0,0.0,0.0,,1365.0,75
2025-07-24 21:00:00+00:00,44.9,21.9,183.0,444.0,12.6,8.5,46.0,0.96,37.0,0.0,0.0,,1367.0,72
2025-07-24 22:00:00+00:00,42.3,20.7,162.0,444.0,10.6,7.9,48.0,0.93,34.0,0.0,0.0,,1367.0,69
2025-07-24 23:00:00+00:00,40.6,19.8,151.0,444.0,8.9,7.6,49.0,0.9,32.0,0.0,0.0,,1365.0,67
2025-07-25 00:00:00+00:00,40.4,19.6,163.0,444.0,8.9,8.0,50.0,0.86,34.0,0.0,0.0,,1362.0,67
2025-07-25 01:00:00+00:00,41.6,19.7,221.0,444.0,9.9,9.3,50.0,0.87,39.0,0.0,0.0,,1357.0,67
2025-07-25 02:00:00+00:00,50.1,21.4,302.0,444.0,11.2,11.1,51.0,0.82,47.0,0.25,0.3,,1350.0,71
2025-07-25 03:00:00+00:00,55.1,22.4,349.0,444.0,11.5,12.8,55.0,0.82,56.0,0.95,1.2,,1344.0,73
2025-07-25 04:00:00+00:00,61.2,23.2,329.0,443.0,9.8,14.2,65.0,0.83,66.0,2.15,2.85,,1339.0,74
2025-07-25 05:00:00+00:00,69.2,25.0,275.0,443.0,7.2,15.4,77.0,0.83,77.0,4.0,5.1,,1335.0,78
2025-07-25 06:00:00+00:00,74.5,26.1,235.0,442.0,5.2,16.0,86.0,0.82,86.0,5.45,7.25,,1332.0,80
2025-07-25 07:00:00+00:00,77.1,26.4,228.0,442.0,4.5,15.5,88.0,0.83,91.0,5.55,8.5,,1332.0,81
2025-07-25 08:00:00+00:00,78.7,26.3,235.0,442.0,4.4,14.4,85.0,0.82,95.0,5.2,8.5,,1333.0,81
2025-07-25 09:00:00+00:00,79.9,26.0,246.0,442.0,4.6,13.4,82.0,0.84,97.0,4.05,7.2,,1335.0,80
2025-07-25 10:00:00+00:00,82.7,26.5,260.0,442.0,5.1,12.8,78.0,0.81,99.0,3.85,5.1,,1336.0,81
2025-07-25 11:00:00+00:00,82.0,25.6,277.0,443.0,5.8,12.3,72.0,0.8,101.0,2.3,2.9,,1337.0,79
2025-07-25 12:00:00+00:00,98.0,29.5,287.0,443.0,6.3,13.1,71.0,0.76,124.0,1.2,1.25,,1339.0,88
2025-07-25 13:00:00+00:00,94.5,28.1,284.0,443.0,9.3,13.0,64.0,0.77,114.0,0.3,0.3,,1341.0,85
2025-07-25 14:00:00+00:00,90.3,27.1,274.0,443.0,13.3,12.8,55.0,0.76,99.0,0.0,0.0,,1343.0,83
2025-07-25 15:00:00+00:00,74.3,25.6,266.0,443.0,16.1,12.4,48.0,0.76,86.0,0.0,0.0,,1346.0,79
2025-07-25 16:00:00+00:00,67.3,25.2,266.0,444.0,16.6,11.8,47.0,0.77,75.0,0.0,0.0,,1350.0,79
2025-07-25 17:00:00+00:00,63.3,24.8,267.0,444.0,16.0,10.9,48.0,0.78,64.0,0.0,0.0,,1355.0,78
2025-07-25 18:00:00+00:00,57.3,23.7,259.0,445.0,14.8,10.1,50.0,0.79,57.0,0.0,0.0,,1359.0,75
2025-07-25 19:00:00+00:00,54.1,22.8,232.0,445.0,13.1,9.2,51.0,0.8,54.0,0.0,0.0,,1362.0,74
2025-07-25 20:00:00+00:00,58.3,23.6,196.0,444.0,11.0,8.3,53.0,0.85,54.0,0.0,0.0,,1365.0,75
2025-07-25 21:00:00+00:00,54.7,22.5,169.0,444.0,9.3,7.8,54.0,0.83,54.0,0.0,0.0,,1366.0,73
2025-07-25 22:00:00+00:00,51.9,21.7,153.0,444.0,8.2,7.7,54.0,0.8,52.0,0.0,0.0,,1366.0,71
2025-07-25 23:00:00+00:00,51.7,21.4,145.0,444.0,7.6,7.9,54.0,0.75,49.0,0.0,0.0,,1364.0,71
2025-07-26 00:00:00+00:00,50.6,20.9,159.0,444.0,7.5,8.3,56.0,0.81,50.0,0.0,0.0,,1362.0,70
2025-07-26 01:00:00+00:00,53.7,21.1,216.0,444.0,9.5,9.9,55.0,0.83,58.0,0.0,0.0,,1359.0,70
2025-07-26 02:00:00+00:00,61.7,22.9,293.0,445.0,12.2,12.1,55.0,0.81,69.0,0.15,0.3,,1356.0,74
2025-07-26 03:00:00+00:00,69.8,24.7,338.0,445.0,13.4,13.9,57.0,0.79,80.0,0.55,1.2,,1352.0,77
2025-07-26 04:00:00+00:00,79.6,26.4,316.0,445.0,11.9,14.9,64.0,0.79,91.0,1.4,2.9,,1348.0,81
2025-07-26 05:00:00+00:00,85.9,27.8,262.0,444.0,8.9,15.5,73.0,0.8,103.0,2.45,5.1,,1344.0,84
2025-07-26 06:00:00+00:00,89.4,28.8,220.0,443.0,6.4,15.5,81.0,0.79,110.0,4.25,7.25,,1341.0,86
2025-07-26 07:00:00+00:00,91.7,29.9,210.0,443.0,4.9,14.6,87.0,0.81,112.0,6.25,8.55,,1339.0,88
2025-07-26 08:00:00+00:00,87.1,29.2,213.0,442.0,3.9,13.2,91.0,0.83,109.0,6.45,8.45,,1337.0,87
2025-07-26 09:00:00+00:00,86.1,28.8,221.0,442.0,3.5,12.1,92.0,0.83,105.0,5.3,7.15,,1336.0,86
2025-07-26 10:00:00+00:00,81.7,27.6,234.0,442.0,3.9,11.5,87.0,0.84,98.0,3.3,5.0,,1335.0,84
2025-07-26 11:00:00+00:00,75.9,25.8,251.0,442.0,5.0,11.2,78.0,0.86,89.0,1.95,2.75,,1335.0,80
2025-07-26 12:00:00+00:00,92.0,30.9,264.0,442.0,6.1,11.3,72.0,0.96,108.0,0.95,1.05,,1336.0,91
2025-07-26 13:00:00+00:00,88.0,30.2,269.0,443.0,8.7,11.5,66.0,1.03,100.0,0.25,0.25,,1338.0,89
2025-07-26 14:00:00+00:00,83.6,29.7,269.0,443.0,12.2,11.7,57.0,1.04,88.0,0.0,0.0,,1341.0,88
2025-07-26 15:00:00+00:00,75.4,29.3,264.0,444.0,14.7,11.8,51.0,1.09,79.0,0.0,0.0,,1344.0,87
2025-07-26 16:00:00+00:00,71.7,29.0,252.0,444.0,15.5,11.6,49.0,1.08,75.0,0.0,0.0,,1345.0,87
2025-07-26 17:00:00+00:00,71.2,29.1,235.0,444.0,15.2,11.3,49.0,1.08,73.0,0.0,0.0,,1345.0,87
2025-07-26 18:00:00+00:00,71.9,29.3,216.0,444.0,14.5,10.9,50.0,1.08,72.0,0.0,0.0,,1346.0,87
2025-07-26 19:00:00+00:00,72.9,29.3,193.0,444.0,13.1,10.2,51.0,1.09,73.0,0.0,0.0,,1349.0,87
2025-07-26 20:00:00+00:00,98.0,36.7,168.0,444.0,11.3,9.4,52.0,1.13,76.0,0.0,0.0,,1352.0,104
2025-07-26 21:00:00+00:00,75.9,30.6,152.0,444.0,9.6,8.8,54.0,1.14,76.0,0.0,0.0,,1355.0,90
2025-07-26 22:00:00+00:00,72.6,29.4,146.0,444.0,8.2,8.3,55.0,1.11,72.0,0.0,0.0,,1358.0,87
2025-07-26 23:00:00+00:00,68.0,27.6,149.0,444.0,7.1,8.0,57.0,1.12,65.0,0.0,0.0,,1361.0,84
2025-07-27 00:00:00+00:00,49.2,21.0,164.0,444.0,5.0,7.2,62.0,1.08,47.0,0.0,0.0,,1361.0,70
2025-07-27 01:00:00+00:00,53.0,21.7,204.0,444.0,7.0,8.5,61.0,1.08,53.0,0.0,0.0,,1356.0,71
2025-07-27 02:00:00+00:00,62.2,23.4,256.0,443.0,9.7,10.3,59.0,1.03,61.0,0.15,0.25,,1348.0,75
2025-07-27 03:00:00+00:00,63.8,23.9,286.0,443.0,11.2,11.8,60.0,0.96,68.0,0.7,1.1,,1341.0,76
